step, E, E2, absM, M2
591000, -7.9832825719e+00, 6.3866260575e+01, 3.9944162437e+00, 1.5972115059e+01
592000, -7.9833108108e+00, 6.3866486486e+01, 3.9944256757e+00, 1.5972162162e+01
593000, -7.9832984823e+00, 6.3866387858e+01, 3.9944249578e+00, 1.5972148398e+01
594000, -7.9832861953e+00, 6.3866289562e+01, 3.9944208754e+00, 1.5972127946e+01
595000, -7.9832873950e+00, 6.3866299160e+01, 3.9944201681e+00, 1.5972127731e+01
596000, -7.9833020134e+00, 6.3866416107e+01, 3.9944261745e+00, 1.5972154362e+01
597000, -7.9833299832e+00, 6.3866639866e+01, 3.9944355109e+00, 1.5972201005e+01
598000, -7.9833444816e+00, 6.3866755853e+01, 3.9944381271e+00, 1.5972220736e+01
599000, -7.9832921536e+00, 6.3866337229e+01, 3.9944173623e+00, 1.5972126878e+01
600000, -7.9833200000e+00, 6.3866560000e+01, 3.9944266667e+00, 1.5972173333e+01
601000, -7.9833477537e+00, 6.3866782030e+01, 3.9944359401e+00, 1.5972219634e+01
602000, -7.9833754153e+00, 6.3867003322e+01, 3.9944451827e+00, 1.5972265781e+01
603000, -7.9834029851e+00, 6.3867223881e+01, 3.9944543947e+00, 1.5972311774e+01
604000, -7.9834039735e+00, 6.3867231788e+01, 3.9944569536e+00, 1.5972317881e+01
605000, -7.9833520661e+00, 6.3866816529e+01, 3.9944429752e+00, 1.5972238017e+01
606000, -7.9833399340e+00, 6.3866719472e+01, 3.9944389439e+00, 1.5972217822e+01
607000, -7.9833673806e+00, 6.3866939044e+01, 3.9944481054e+00, 1.5972263591e+01
608000, -7.9833552632e+00, 6.3866842105e+01, 3.9944440789e+00, 1.5972243421e+01
609000, -7.9833825944e+00, 6.3867060755e+01, 3.9944532020e+00, 1.5972288998e+01
610000, -7.9834098361e+00, 6.3867278689e+01, 3.9944622951e+00, 1.5972334426e+01
611000, -7.9834369885e+00, 6.3867495908e+01, 3.9944713584e+00, 1.5972379705e+01
612000, -7.9833986928e+00, 6.3867189542e+01, 3.9944640523e+00, 1.5972326797e+01
613000, -7.9833996737e+00, 6.3867197390e+01, 3.9944665579e+00, 1.5972332790e+01
614000, -7.9834267101e+00, 6.3867413681e+01, 3.9944755700e+00, 1.5972377850e+01
615000, -7.9834536585e+00, 6.3867629268e+01, 3.9944845528e+00, 1.5972422764e+01
616000, -7.9834675325e+00, 6.3867740260e+01, 3.9944902597e+00, 1.5972448052e+01
617000, -7.9833646677e+00, 6.3866917342e+01, 3.9944602917e+00, 1.5972285251e+01
618000, -7.9832750809e+00, 6.3866200647e+01, 3.9944368932e+00, 1.5972148867e+01
619000, -7.9832762520e+00, 6.3866210016e+01, 3.9944361874e+00, 1.5972148627e+01
620000, -7.9833032258e+00, 6.3866425806e+01, 3.9944451613e+00, 1.5972193548e+01
621000, -7.9833301127e+00, 6.3866640902e+01, 3.9944541063e+00, 1.5972238325e+01
622000, -7.9833440514e+00, 6.3866752412e+01, 3.9944598071e+00, 1.5972263666e+01
623000, -7.9833579454e+00, 6.3866863563e+01, 3.9944654896e+00, 1.5972288925e+01
624000, -7.9833333333e+00, 6.3866666667e+01, 3.9944583333e+00, 1.5972250000e+01
625000, -7.9832832000e+00, 6.3866265600e+01, 3.9944416000e+00, 1.5972166400e+01
626000, -7.9832460064e+00, 6.3865968051e+01, 3.9944217252e+00, 1.5972089457e+01
627000, -7.9832216906e+00, 6.3865773525e+01, 3.9944146730e+00, 1.5972051037e+01
628000, -7.9832484076e+00, 6.3865987261e+01, 3.9944235669e+00, 1.5972095541e+01
629000, -7.9832496025e+00, 6.3865996820e+01, 3.9944260731e+00, 1.5972101749e+01
630000, -7.9832761905e+00, 6.3866209524e+01, 3.9944349206e+00, 1.5972146032e+01
631000, -7.9832646593e+00, 6.3866117274e+01, 3.9944310618e+00, 1.5972126783e+01
632000, -7.9832784810e+00, 6.3866227848e+01, 3.9944335443e+00, 1.5972145570e+01
633000, -7.9833048973e+00, 6.3866439179e+01, 3.9944423381e+00, 1.5972189573e+01
634000, -7.9833059937e+00, 6.3866447950e+01, 3.9944416404e+00, 1.5972189274e+01
635000, -7.9832944882e+00, 6.3866355906e+01, 3.9944377953e+00, 1.5972170079e+01
636000, -7.9832955975e+00, 6.3866364780e+01, 3.9944371069e+00, 1.5972169811e+01
637000, -7.9832967033e+00, 6.3866373626e+01, 3.9944395604e+00, 1.5972175824e+01
638000, -7.9832727273e+00, 6.3866181818e+01, 3.9944326019e+00, 1.5972137931e+01
639000, -7.9832989045e+00, 6.3866391236e+01, 3.9944413146e+00, 1.5972181534e+01
640000, -7.9833125000e+00, 6.3866500000e+01, 3.9944468750e+00, 1.5972206250e+01
641000, -7.9833385335e+00, 6.3866708268e+01, 3.9944555382e+00, 1.5972249610e+01
642000, -7.9833520249e+00, 6.3866816199e+01, 3.9944579439e+00, 1.5972267913e+01
643000, -7.9833530327e+00, 6.3866824261e+01, 3.9944603421e+00, 1.5972273717e+01
644000, -7.9833788820e+00, 6.3867031056e+01, 3.9944689441e+00, 1.5972316770e+01
645000, -7.9833302326e+00, 6.3866641860e+01, 3.9944558140e+00, 1.5972241860e+01
646000, -7.9832941176e+00, 6.3866352941e+01, 3.9944427245e+00, 1.5972179567e+01
647000, -7.9833199382e+00, 6.3866559505e+01, 3.9944513138e+00, 1.5972222566e+01
648000, -7.9832962963e+00, 6.3866370370e+01, 3.9944413580e+00, 1.5972179012e+01
649000, -7.9833097072e+00, 6.3866477658e+01, 3.9944437596e+00, 1.5972197227e+01
650000, -7.9832861538e+00, 6.3866289231e+01, 3.9944400000e+00, 1.5972166154e+01
651000, -7.9833118280e+00, 6.3866494624e+01, 3.9944485407e+00, 1.5972208909e+01
652000, -7.9833128834e+00, 6.3866503067e+01, 3.9944509202e+00, 1.5972214724e+01
653000, -7.9833261868e+00, 6.3866609495e+01, 3.9944563553e+00, 1.5972238897e+01
654000, -7.9833516820e+00, 6.3866813456e+01, 3.9944648318e+00, 1.5972281346e+01
655000, -7.9833648855e+00, 6.3866919084e+01, 3.9944671756e+00, 1.5972299237e+01
656000, -7.9833658537e+00, 6.3866926829e+01, 3.9944695122e+00, 1.5972304878e+01
657000, -7.9833302892e+00, 6.3866642314e+01, 3.9944627093e+00, 1.5972255708e+01
658000, -7.9833556231e+00, 6.3866844985e+01, 3.9944711246e+00, 1.5972297872e+01
659000, -7.9833566009e+00, 6.3866852807e+01, 3.9944734446e+00, 1.5972303490e+01
660000, -7.9833818182e+00, 6.3867054545e+01, 3.9944818182e+00, 1.5972345455e+01
661000, -7.9833222390e+00, 6.3866577912e+01, 3.9944659607e+00, 1.5972254160e+01
662000, -7.9832507553e+00, 6.3866006042e+01, 3.9944441088e+00, 1.5972138973e+01
663000, -7.9832760181e+00, 6.3866208145e+01, 3.9944524887e+00, 1.5972180995e+01
664000, -7.9832650602e+00, 6.3866120482e+01, 3.9944518072e+00, 1.5972168675e+01
665000, -7.9832421053e+00, 6.3865936842e+01, 3.9944390977e+00, 1.5972120301e+01
666000, -7.9832192192e+00, 6.3865753754e+01, 3.9944324324e+00, 1.5972084084e+01
667000, -7.9832203898e+00, 6.3865763118e+01, 3.9944317841e+00, 1.5972083958e+01
668000, -7.9832215569e+00, 6.3865772455e+01, 3.9944311377e+00, 1.5972083832e+01
669000, -7.9832466368e+00, 6.3865973094e+01, 3.9944394619e+00, 1.5972125561e+01
670000, -7.9832716418e+00, 6.3866173134e+01, 3.9944477612e+00, 1.5972167164e+01
671000, -7.9832965723e+00, 6.3866372578e+01, 3.9944560358e+00, 1.5972208644e+01
672000, -7.9833214286e+00, 6.3866571429e+01, 3.9944642857e+00, 1.5972250000e+01
673000, -7.9833462110e+00, 6.3866769688e+01, 3.9944725111e+00, 1.5972291233e+01
674000, -7.9833709199e+00, 6.3866967359e+01, 3.9944807122e+00, 1.5972332344e+01
675000, -7.9833837037e+00, 6.3867069630e+01, 3.9944829630e+00, 1.5972349630e+01
676000, -7.9833964497e+00, 6.3867171598e+01, 3.9944881657e+00, 1.5972372781e+01
677000, -7.9834091581e+00, 6.3867273264e+01, 3.9944933530e+00, 1.5972395864e+01
678000, -7.9834336283e+00, 6.3867469027e+01, 3.9945014749e+00, 1.5972436578e+01
679000, -7.9833991163e+00, 6.3867192931e+01, 3.9944918999e+00, 1.5972382916e+01
680000, -7.9834117647e+00, 6.3867294118e+01, 3.9944970588e+00, 1.5972405882e+01
681000, -7.9834008811e+00, 6.3867207048e+01, 3.9944933921e+00, 1.5972387665e+01
682000, -7.9834252199e+00, 6.3867401760e+01, 3.9945014663e+00, 1.5972428152e+01
683000, -7.9834260615e+00, 6.3867408492e+01, 3.9944978038e+00, 1.5972421669e+01
684000, -7.9834502924e+00, 6.3867602339e+01, 3.9945058480e+00, 1.5972461988e+01
685000, -7.9834744526e+00, 6.3867795620e+01, 3.9945138686e+00, 1.5972502190e+01
686000, -7.9834985423e+00, 6.3867988338e+01, 3.9945218659e+00, 1.5972542274e+01
687000, -7.9834759825e+00, 6.3867807860e+01, 3.9945123726e+00, 1.5972500728e+01
688000, -7.9835000000e+00, 6.3868000000e+01, 3.9945203488e+00, 1.5972540698e+01
689000, -7.9835239478e+00, 6.3868191582e+01, 3.9945283019e+00, 1.5972580552e+01
690000, -7.9835130435e+00, 6.3868104348e+01, 3.9945275362e+00, 1.5972568116e+01
691000, -7.9835369030e+00, 6.3868295224e+01, 3.9945354559e+00, 1.5972607815e+01
692000, -7.9835375723e+00, 6.3868300578e+01, 3.9945375723e+00, 1.5972612717e+01
693000, -7.9835613276e+00, 6.3868490620e+01, 3.9945454545e+00, 1.5972652237e+01
694000, -7.9835734870e+00, 6.3868587896e+01, 3.9945504323e+00, 1.5972674352e+01
695000, -7.9835856115e+00, 6.3868684892e+01, 3.9945525180e+00, 1.5972690647e+01
696000, -7.9835977011e+00, 6.3868781609e+01, 3.9945545977e+00, 1.5972706897e+01
697000, -7.9835982783e+00, 6.3868786227e+01, 3.9945566714e+00, 1.5972711621e+01
698000, -7.9836217765e+00, 6.3868974212e+01, 3.9945644699e+00, 1.5972750716e+01
699000, -7.9836108727e+00, 6.3868886981e+01, 3.9945608011e+00, 1.5972732475e+01
700000, -7.9836342857e+00, 6.3869074286e+01, 3.9945685714e+00, 1.5972771429e+01
701000, -7.9836576320e+00, 6.3869261056e+01, 3.9945763195e+00, 1.5972810271e+01
702000, -7.9836695157e+00, 6.3869356125e+01, 3.9945811966e+00, 1.5972831909e+01
703000, -7.9836358464e+00, 6.3869086771e+01, 3.9945689900e+00, 1.5972773826e+01
704000, -7.9836590909e+00, 6.3869272727e+01, 3.9945767045e+00, 1.5972812500e+01
705000, -7.9836822695e+00, 6.3869458156e+01, 3.9945843972e+00, 1.5972851064e+01
706000, -7.9837053824e+00, 6.3869643059e+01, 3.9945920680e+00, 1.5972889518e+01
707000, -7.9837284300e+00, 6.3869827440e+01, 3.9945997171e+00, 1.5972927864e+01
708000, -7.9836610169e+00, 6.3869288136e+01, 3.9945734463e+00, 1.5972807910e+01
709000, -7.9836276446e+00, 6.3869021157e+01, 3.9945557123e+00, 1.5972739069e+01
710000, -7.9835605634e+00, 6.3868484507e+01, 3.9945295775e+00, 1.5972619718e+01
711000, -7.9835274262e+00, 6.3868219409e+01, 3.9945175809e+00, 1.5972562588e+01
712000, -7.9835505618e+00, 6.3868404494e+01, 3.9945252809e+00, 1.5972601124e+01
713000, -7.9835624123e+00, 6.3868499299e+01, 3.9945301543e+00, 1.5972622721e+01
714000, -7.9835854342e+00, 6.3868683473e+01, 3.9945378151e+00, 1.5972661064e+01
715000, -7.9835748252e+00, 6.3868598601e+01, 3.9945370629e+00, 1.5972648951e+01
716000, -7.9835977654e+00, 6.3868782123e+01, 3.9945446927e+00, 1.5972687151e+01
717000, -7.9836094840e+00, 6.3868875872e+01, 3.9945495119e+00, 1.5972708508e+01
718000, -7.9835988858e+00, 6.3868791086e+01, 3.9945459610e+00, 1.5972690808e+01
719000, -7.9835883171e+00, 6.3868706537e+01, 3.9945452017e+00, 1.5972678720e+01
720000, -7.9835333333e+00, 6.3868266667e+01, 3.9945250000e+00, 1.5972583333e+01
721000, -7.9835228849e+00, 6.3868183079e+01, 3.9945214979e+00, 1.5972565881e+01
722000, -7.9835124654e+00, 6.3868099723e+01, 3.9945152355e+00, 1.5972542936e+01
723000, -7.9835352697e+00, 6.3868282158e+01, 3.9945228216e+00, 1.5972580913e+01
724000, -7.9835580110e+00, 6.3868464088e+01, 3.9945303867e+00, 1.5972618785e+01
725000, -7.9835806897e+00, 6.3868645517e+01, 3.9945379310e+00, 1.5972656552e+01
726000, -7.9835922865e+00, 6.3868738292e+01, 3.9945399449e+00, 1.5972672176e+01
727000, -7.9836148556e+00, 6.3868918845e+01, 3.9945474553e+00, 1.5972709766e+01
728000, -7.9836153846e+00, 6.3868923077e+01, 3.9945494505e+00, 1.5972714286e+01
729000, -7.9836268861e+00, 6.3869015089e+01, 3.9945541838e+00, 1.5972735254e+01
730000, -7.9836493151e+00, 6.3869194521e+01, 3.9945616438e+00, 1.5972772603e+01
731000, -7.9836388509e+00, 6.3869110807e+01, 3.9945554036e+00, 1.5972749658e+01
732000, -7.9836284153e+00, 6.3869027322e+01, 3.9945491803e+00, 1.5972726776e+01
733000, -7.9836507503e+00, 6.3869206003e+01, 3.9945566166e+00, 1.5972763984e+01
734000, -7.9836730245e+00, 6.3869384196e+01, 3.9945640327e+00, 1.5972801090e+01
735000, -7.9835972789e+00, 6.3868778231e+01, 3.9945442177e+00, 1.5972685714e+01
736000, -7.9836195652e+00, 6.3868956522e+01, 3.9945516304e+00, 1.5972722826e+01
737000, -7.9835875170e+00, 6.3868700136e+01, 3.9945427408e+00, 1.5972672999e+01
738000, -7.9835989160e+00, 6.3868791328e+01, 3.9945474255e+00, 1.5972693767e+01
739000, -7.9836211096e+00, 6.3868968877e+01, 3.9945548038e+00, 1.5972730717e+01
740000, -7.9836432432e+00, 6.3869145946e+01, 3.9945621622e+00, 1.5972767568e+01
741000, -7.9836113360e+00, 6.3868890688e+01, 3.9945533063e+00, 1.5972717949e+01
742000, -7.9836334232e+00, 6.3869067385e+01, 3.9945606469e+00, 1.5972754717e+01
743000, -7.9836554509e+00, 6.3869243607e+01, 3.9945679677e+00, 1.5972791386e+01
744000, -7.9836451613e+00, 6.3869161290e+01, 3.9945645161e+00, 1.5972774194e+01
745000, -7.9836671141e+00, 6.3869336913e+01, 3.9945718121e+00, 1.5972810738e+01
746000, -7.9836568365e+00, 6.3869254692e+01, 3.9945683646e+00, 1.5972793566e+01
747000, -7.9836358768e+00, 6.3869087015e+01, 3.9945622490e+00, 1.5972760375e+01
748000, -7.9836363636e+00, 6.3869090909e+01, 3.9945588235e+00, 1.5972754011e+01
749000, -7.9836368491e+00, 6.3869094793e+01, 3.9945580774e+00, 1.5972753004e+01
750000, -7.9836586667e+00, 6.3869269333e+01, 3.9945653333e+00, 1.5972789333e+01
751000, -7.9835739015e+00, 6.3868591212e+01, 3.9945352863e+00, 1.5972644474e+01
752000, -7.9835851064e+00, 6.3868680851e+01, 3.9945398936e+00, 1.5972664894e+01
753000, -7.9835537849e+00, 6.3868430279e+01, 3.9945338645e+00, 1.5972621514e+01
754000, -7.9835331565e+00, 6.3868265252e+01, 3.9945225464e+00, 1.5972578249e+01
755000, -7.9835549669e+00, 6.3868439735e+01, 3.9945298013e+00, 1.5972614570e+01
756000, -7.9835449735e+00, 6.3868359788e+01, 3.9945291005e+00, 1.5972603175e+01
757000, -7.9835667107e+00, 6.3868533686e+01, 3.9945363276e+00, 1.5972639366e+01
758000, -7.9835883905e+00, 6.3868707124e+01, 3.9945435356e+00, 1.5972675462e+01
759000, -7.9835889328e+00, 6.3868711462e+01, 3.9945428195e+00, 1.5972674572e+01
760000, -7.9836105263e+00, 6.3868884211e+01, 3.9945500000e+00, 1.5972710526e+01
761000, -7.9836110381e+00, 6.3868888305e+01, 3.9945492773e+00, 1.5972709593e+01
762000, -7.9836325459e+00, 6.3869060367e+01, 3.9945564304e+00, 1.5972745407e+01
763000, -7.9836015727e+00, 6.3868812582e+01, 3.9945452163e+00, 1.5972692005e+01
764000, -7.9834973822e+00, 6.3867979058e+01, 3.9945157068e+00, 1.5972528796e+01
765000, -7.9835084967e+00, 6.3868067974e+01, 3.9945202614e+00, 1.5972549020e+01
766000, -7.9835091384e+00, 6.3868073107e+01, 3.9945169713e+00, 1.5972543081e+01
767000, -7.9834993481e+00, 6.3867994785e+01, 3.9945136897e+00, 1.5972526728e+01
768000, -7.9835104167e+00, 6.3868083333e+01, 3.9945182292e+00, 1.5972546875e+01
769000, -7.9834590377e+00, 6.3867672302e+01, 3.9944993498e+00, 1.5972457737e+01
770000, -7.9834805195e+00, 6.3867844156e+01, 3.9945064935e+00, 1.5972493506e+01
771000, -7.9835019455e+00, 6.3868015564e+01, 3.9945136187e+00, 1.5972529183e+01
772000, -7.9835129534e+00, 6.3868103627e+01, 3.9945181347e+00, 1.5972549223e+01
773000, -7.9834721863e+00, 6.3867777490e+01, 3.9945097025e+00, 1.5972491591e+01
774000, -7.9834625323e+00, 6.3867700258e+01, 3.9945038760e+00, 1.5972470284e+01
775000, -7.9834838710e+00, 6.3867870968e+01, 3.9945109677e+00, 1.5972505806e+01
776000, -7.9835051546e+00, 6.3868041237e+01, 3.9945180412e+00, 1.5972541237e+01
777000, -7.9835160875e+00, 6.3868128700e+01, 3.9945199485e+00, 1.5972555985e+01
778000, -7.9835064267e+00, 6.3868051414e+01, 3.9945192802e+00, 1.5972544987e+01
779000, -7.9835173299e+00, 6.3868138639e+01, 3.9945237484e+00, 1.5972564827e+01
780000, -7.9835282051e+00, 6.3868225641e+01, 3.9945282051e+00, 1.5972584615e+01
781000, -7.9835288092e+00, 6.3868230474e+01, 3.9945275288e+00, 1.5972583867e+01
782000, -7.9835498721e+00, 6.3868398977e+01, 3.9945345269e+00, 1.5972618926e+01
783000, -7.9835402299e+00, 6.3868321839e+01, 3.9945338442e+00, 1.5972607918e+01
784000, -7.9835612245e+00, 6.3868489796e+01, 3.9945408163e+00, 1.5972642857e+01
785000, -7.9835719745e+00, 6.3868575796e+01, 3.9945452229e+00, 1.5972662420e+01
786000, -7.9835928753e+00, 6.3868743003e+01, 3.9945521628e+00, 1.5972697201e+01
787000, -7.9835730623e+00, 6.3868584498e+01, 3.9945489199e+00, 1.5972670902e+01
788000, -7.9834923858e+00, 6.3867939086e+01, 3.9945228426e+00, 1.5972538071e+01
789000, -7.9834220532e+00, 6.3867376426e+01, 3.9944993663e+00, 1.5972420786e+01
790000, -7.9833822785e+00, 6.3867058228e+01, 3.9944784810e+00, 1.5972339241e+01
791000, -7.9833122630e+00, 6.3866498104e+01, 3.9944475348e+00, 1.5972207332e+01
792000, -7.9833131313e+00, 6.3866505051e+01, 3.9944494949e+00, 1.5972212121e+01
793000, -7.9833341740e+00, 6.3866673392e+01, 3.9944564943e+00, 1.5972247163e+01
794000, -7.9832644836e+00, 6.3866115869e+01, 3.9944282116e+00, 1.5972120907e+01
795000, -7.9832654088e+00, 6.3866123270e+01, 3.9944276730e+00, 1.5972120755e+01
796000, -7.9832361809e+00, 6.3865889447e+01, 3.9944195980e+00, 1.5972075377e+01
797000, -7.9832572146e+00, 6.3866057716e+01, 3.9944265997e+00, 1.5972110414e+01
798000, -7.9832180451e+00, 6.3865744361e+01, 3.9944110276e+00, 1.5972040100e+01
799000, -7.9832290363e+00, 6.3865832290e+01, 3.9944155194e+00, 1.5972060075e+01
800000, -7.9832500000e+00, 6.3866000000e+01, 3.9944225000e+00, 1.5972095000e+01
801000, -7.9832609238e+00, 6.3866087391e+01, 3.9944269663e+00, 1.5972114856e+01
802000, -7.9831920200e+00, 6.3865536160e+01, 3.9944039900e+00, 1.5972000000e+01
803000, -7.9831631382e+00, 6.3865305106e+01, 3.9943910336e+00, 1.5971945205e+01
804000, -7.9831243781e+00, 6.3864995025e+01, 3.9943781095e+00, 1.5971880597e+01
805000, -7.9831453416e+00, 6.3865162733e+01, 3.9943850932e+00, 1.5971915528e+01
806000, -7.9831464020e+00, 6.3865171216e+01, 3.9943870968e+00, 1.5971920596e+01
807000, -7.9831672862e+00, 6.3865338290e+01, 3.9943940520e+00, 1.5971955390e+01
808000, -7.9831881188e+00, 6.3865504950e+01, 3.9944009901e+00, 1.5971990099e+01
809000, -7.9831594561e+00, 6.3865275649e+01, 3.9943955501e+00, 1.5971950556e+01
810000, -7.9831703704e+00, 6.3865362963e+01, 3.9944000000e+00, 1.5971970370e+01
811000, -7.9831615290e+00, 6.3865292232e+01, 3.9943970407e+00, 1.5971955610e+01
812000, -7.9831822660e+00, 6.3865458128e+01, 3.9944039409e+00, 1.5971990148e+01
813000, -7.9831832718e+00, 6.3865466175e+01, 3.9944059041e+00, 1.5971995080e+01
814000, -7.9832039312e+00, 6.3865631450e+01, 3.9944127764e+00, 1.5972029484e+01
815000, -7.9832245399e+00, 6.3865796319e+01, 3.9944196319e+00, 1.5972063804e+01
816000, -7.9832352941e+00, 6.3865882353e+01, 3.9944215686e+00, 1.5972078431e+01
817000, -7.9832264382e+00, 6.3865811506e+01, 3.9944137087e+00, 1.5972053856e+01
818000, -7.9832469438e+00, 6.3865975550e+01, 3.9944205379e+00, 1.5972088020e+01
819000, -7.9832673993e+00, 6.3866139194e+01, 3.9944273504e+00, 1.5972122100e+01
820000, -7.9832292683e+00, 6.3865834146e+01, 3.9944146341e+00, 1.5972058537e+01
821000, -7.9832009744e+00, 6.3865607795e+01, 3.9943995128e+00, 1.5972000000e+01
822000, -7.9831727494e+00, 6.3865381995e+01, 3.9943819951e+00, 1.5971936740e+01
823000, -7.9831640340e+00, 6.3865312272e+01, 3.9943815310e+00, 1.5971927096e+01
824000, -7.9831747573e+00, 6.3865398058e+01, 3.9943859223e+00, 1.5971946602e+01
825000, -7.9831466667e+00, 6.3865173333e+01, 3.9943781818e+00, 1.5971903030e+01
826000, -7.9831380145e+00, 6.3865104116e+01, 3.9943777240e+00, 1.5971893462e+01
827000, -7.9831390568e+00, 6.3865112455e+01, 3.9943772672e+00, 1.5971893591e+01
828000, -7.9831400966e+00, 6.3865120773e+01, 3.9943792271e+00, 1.5971898551e+01
829000, -7.9831604343e+00, 6.3865283474e+01, 3.9943860072e+00, 1.5971932449e+01
830000, -7.9831421687e+00, 6.3865137349e+01, 3.9943759036e+00, 1.5971893976e+01
831000, -7.9830950662e+00, 6.3864760529e+01, 3.9943634176e+00, 1.5971821901e+01
832000, -7.9831153846e+00, 6.3864923077e+01, 3.9943701923e+00, 1.5971855769e+01
833000, -7.9830876351e+00, 6.3864701080e+01, 3.9943601441e+00, 1.5971807923e+01
834000, -7.9830887290e+00, 6.3864709832e+01, 3.9943597122e+00, 1.5971808153e+01
835000, -7.9830802395e+00, 6.3864641916e+01, 3.9943592814e+00, 1.5971798802e+01
836000, -7.9829952153e+00, 6.3863961722e+01, 3.9943301435e+00, 1.5971655502e+01
837000, -7.9830155317e+00, 6.3864124253e+01, 3.9943369176e+00, 1.5971689367e+01
838000, -7.9830357995e+00, 6.3864286396e+01, 3.9943436754e+00, 1.5971723150e+01
839000, -7.9830464839e+00, 6.3864371871e+01, 3.9943480334e+00, 1.5971742551e+01
840000, -7.9830571429e+00, 6.3864457143e+01, 3.9943523810e+00, 1.5971761905e+01
841000, -7.9830677765e+00, 6.3864542212e+01, 3.9943543401e+00, 1.5971776457e+01
842000, -7.9830878860e+00, 6.3864703088e+01, 3.9943610451e+00, 1.5971809976e+01
843000, -7.9831079478e+00, 6.3864863582e+01, 3.9943677343e+00, 1.5971843416e+01
844000, -7.9831279621e+00, 6.3865023697e+01, 3.9943744076e+00, 1.5971876777e+01
845000, -7.9831479290e+00, 6.3865183432e+01, 3.9943810651e+00, 1.5971910059e+01
846000, -7.9831678487e+00, 6.3865342790e+01, 3.9943877069e+00, 1.5971943262e+01
847000, -7.9831877214e+00, 6.3865501771e+01, 3.9943943329e+00, 1.5971976387e+01
848000, -7.9832075472e+00, 6.3865660377e+01, 3.9944009434e+00, 1.5972009434e+01
849000, -7.9832084806e+00, 6.3865667845e+01, 3.9944028269e+00, 1.5972014134e+01
850000, -7.9832282353e+00, 6.3865825882e+01, 3.9944094118e+00, 1.5972047059e+01
851000, -7.9832197415e+00, 6.3865757932e+01, 3.9944089307e+00, 1.5972037603e+01
852000, -7.9832394366e+00, 6.3865915493e+01, 3.9944154930e+00, 1.5972070423e+01
853000, -7.9832497069e+00, 6.3865997655e+01, 3.9944196952e+00, 1.5972089097e+01
854000, -7.9832693208e+00, 6.3866154567e+01, 3.9944262295e+00, 1.5972121780e+01
855000, -7.9832701754e+00, 6.3866161404e+01, 3.9944233918e+00, 1.5972116959e+01
856000, -7.9832803738e+00, 6.3866242991e+01, 3.9944252336e+00, 1.5972130841e+01
857000, -7.9832905484e+00, 6.3866324387e+01, 3.9944294049e+00, 1.5972149358e+01
858000, -7.9833100233e+00, 6.3866480186e+01, 3.9944358974e+00, 1.5972181818e+01
859000, -7.9832922002e+00, 6.3866337602e+01, 3.9944284051e+00, 1.5972149010e+01
860000, -7.9833116279e+00, 6.3866493023e+01, 3.9944348837e+00, 1.5972181395e+01
861000, -7.9833310105e+00, 6.3866648084e+01, 3.9944413473e+00, 1.5972213705e+01
862000, -7.9833132251e+00, 6.3866505800e+01, 3.9944338747e+00, 1.5972180974e+01
863000, -7.9832676709e+00, 6.3866141367e+01, 3.9944217845e+00, 1.5972111240e+01
864000, -7.9832870370e+00, 6.3866296296e+01, 3.9944282407e+00, 1.5972143519e+01
865000, -7.9832786127e+00, 6.3866228902e+01, 3.9944277457e+00, 1.5972134104e+01
866000, -7.9832979215e+00, 6.3866383372e+01, 3.9944341801e+00, 1.5972166282e+01
867000, -7.9833079585e+00, 6.3866463668e+01, 3.9944359862e+00, 1.5972179931e+01
868000, -7.9832073733e+00, 6.3865658986e+01, 3.9944009217e+00, 1.5972009217e+01
869000, -7.9831898734e+00, 6.3865518987e+01, 3.9943981588e+00, 1.5971986191e+01
870000, -7.9832000000e+00, 6.3865600000e+01, 3.9944022989e+00, 1.5972004598e+01
871000, -7.9832101033e+00, 6.3865680827e+01, 3.9944064294e+00, 1.5972022962e+01
872000, -7.9832293578e+00, 6.3865834862e+01, 3.9944128440e+00, 1.5972055046e+01
873000, -7.9832485682e+00, 6.3865988545e+01, 3.9944192440e+00, 1.5972087056e+01
874000, -7.9832585812e+00, 6.3866068650e+01, 3.9944233410e+00, 1.5972105263e+01
875000, -7.9832685714e+00, 6.3866148571e+01, 3.9944251429e+00, 1.5972118857e+01
876000, -7.9832876712e+00, 6.3866301370e+01, 3.9944315068e+00, 1.5972150685e+01
877000, -7.9832793615e+00, 6.3866234892e+01, 3.9944310148e+00, 1.5972141391e+01
878000, -7.9832984055e+00, 6.3866387244e+01, 3.9944373576e+00, 1.5972173121e+01
879000, -7.9833083049e+00, 6.3866466439e+01, 3.9944391354e+00, 1.5972186576e+01
880000, -7.9833181818e+00, 6.3866545455e+01, 3.9944431818e+00, 1.5972204545e+01
881000, -7.9832644722e+00, 6.3866115778e+01, 3.9944267877e+00, 1.5972118048e+01
882000, -7.9832562358e+00, 6.3866049887e+01, 3.9944263039e+00, 1.5972108844e+01
883000, -7.9831845980e+00, 6.3865476784e+01, 3.9944031710e+00, 1.5971990940e+01
884000, -7.9832036199e+00, 6.3865628959e+01, 3.9944095023e+00, 1.5972022624e+01
885000, -7.9832135593e+00, 6.3865708475e+01, 3.9944112994e+00, 1.5972036158e+01
886000, -7.9832234763e+00, 6.3865787810e+01, 3.9944153499e+00, 1.5972054176e+01
887000, -7.9832423901e+00, 6.3865939121e+01, 3.9944216460e+00, 1.5972085682e+01
